duration_days,team_size,budget_k_usd,past_delay_frequency,requirement_changes,risk_level
36,2,986,0.39910018807372305,1,Low
170,6,951,0.7231494864646295,48,High
107,5,74,0.2803344607915209,8,Medium
114,12,702,0.6874063641362376,27,Medium
108,13,166,0.02449844826765235,30,Medium
138,12,531,0.3061373408795932,33,Medium
158,5,441,0.5491303362771727,14,High
64,13,966,0.6320898295062423,47,Medium
15,1,586,0.5770406644619108,24,Medium
104,2,128,0.6977562760734295,35,High
142,8,629,0.00608874823983907,7,Medium
111,13,222,0.10094119997752149,8,Low
12,14,61,0.8689442522791451,36,Medium
32,13,849,0.6817486440901612,47,Low
62,3,177,0.1129316426860113,44,Medium
174,10,657,0.8420744373985792,38,Medium
92,3,141,0.2422312178245669,31,Medium
154,8,702,0.4782598841952235,16,Medium
94,8,592,0.1451965128846603,34,Medium
87,2,895,0.7101100564217067,36,Medium
119,8,581,0.6668544210142678,18,Medium
10,11,707,0.21111247116613618,43,Low
60,13,877,0.8634007668570018,28,Medium
13,13,496,0.4013060242197122,6,Low
122,1,439,0.2925150910707418,27,Medium
41,6,721,0.15232958946453545,8,Low
43,8,910,0.26616801251553746,27,Low
101,3,92,0.022026921223816998,5,Low
104,8,303,0.5832574924561156,28,Medium
81,12,179,0.8422307463439479,16,Medium
48,1,109,0.5489804494416418,15,Medium
163,11,712,0.21927396192387572,22,Medium
171,11,516,0.03366917821387272,30,Medium
127,9,336,0.21462807325880284,2,Medium
12,13,566,0.4161214280710923,20,Low
132,11,516,0.7596114286997965,25,Medium
59,13,979,0.1878428525377741,35,Low
21,9,827,0.7197914533546861,41,Low
63,5,394,0.8669334683518837,36,Medium
142,10,691,0.45394684810835706,21,Medium
66,4,431,0.8214319916425933,41,Medium
154,11,828,0.5546573480350956,11,Medium
121,6,739,0.637090837080905,41,Medium
56,12,302,0.5262784603382027,12,Low
160,7,976,0.46317271675134175,10,Medium
94,5,105,0.23465344177584935,15,Medium
151,11,512,0.30319405946104605,7,Medium
75,13,506,0.289970118943609,39,Low
84,10,132,0.5632889309538147,39,Medium
112,9,954,0.11995369302388992,44,Low
175,3,148,0.9167916907023351,1,High
47,7,198,0.7206551452831133,29,Medium
59,10,378,0.40144563091319363,29,Medium
107,10,205,0.15862414452637796,11,Medium
91,11,239,0.8819921697216359,9,Medium
39,5,543,0.8237780901011652,43,Medium
88,14,932,0.7217215527171793,10,Low
100,7,312,0.27154704741124236,14,Medium
61,2,129,0.40244663743366893,15,Medium
175,4,449,0.10274825245242336,16,Medium
88,2,813,0.18903952472753172,25,Medium
39,14,658,0.7830166373167329,1,Low
115,13,309,0.7150387188506838,49,Medium
60,13,821,0.5934857629759347,11,Low
90,12,664,0.8957267259261729,25,Medium
142,7,601,0.5832665178130454,22,Medium
38,2,834,0.4669679999636107,17,Medium
141,13,150,0.3403707463057627,31,Medium
147,14,408,0.9404485057361726,48,Medium
154,11,429,0.0827154615243535,37,Medium
83,1,869,0.9308873720608084,46,Medium
26,9,270,0.8267146599310183,2,Low
93,1,869,0.1299299245357013,37,Medium
78,8,469,0.5649843576752536,2,Medium
43,2,173,0.8665479817490869,29,Medium
15,12,471,0.5718091636071537,0,Low
62,8,280,0.9071998215606223,29,Medium
135,13,739,0.9429838168160425,44,Medium
52,3,112,0.4223845221843059,31,Medium
124,6,534,0.3773136614063236,27,Medium
120,3,677,0.9363211539691568,20,High
160,14,752,0.6751400611496681,45,Medium
89,7,623,0.11602268134816929,12,Medium
104,10,817,0.042291749222681196,26,Low
127,9,532,0.5646290509972631,35,Medium
153,2,568,0.9301709654384246,6,High
17,12,204,0.8442487024058184,21,Medium
141,12,141,0.6758477464643364,9,Medium
113,14,575,0.13911584889108752,38,Medium
141,5,504,0.2542313837486956,14,Medium
34,13,790,0.8755112265526162,14,Low
105,6,647,0.18280723665690046,3,Medium
164,4,694,0.27843940825043456,31,Medium
102,4,559,0.12960065119544195,22,Medium
169,4,232,0.6761082314144111,5,Medium
70,2,435,0.9439823053632096,23,Medium
131,4,623,0.26896803159538596,19,Medium
60,11,780,0.4754066078500737,36,Low
156,1,454,0.6343397397112043,19,High
30,12,295,0.9994662482156307,11,Medium
14,6,791,0.10480806499757211,32,Low
101,1,640,0.49857079950570915,27,Medium
179,10,710,0.38512011990250006,7,Medium
70,6,699,0.8658201652223552,0,Medium
31,1,520,0.4759677310116559,36,Medium
158,6,875,0.11097752458514809,21,Medium
79,10,937,0.6344241452865836,5,Low
10,8,472,0.7707806182638798,20,Low
142,11,950,0.0028812516656145926,31,Low
21,2,114,0.8589566854206295,34,Medium
99,2,62,0.18602300000566563,14,Medium
55,14,262,0.5520693646533779,4,Low
43,13,291,0.41579750068745014,45,Medium
87,12,542,0.7196538166105304,49,Medium
54,4,262,0.37116161478574183,47,Medium
164,11,742,0.8697631766817108,5,Medium
82,3,387,0.7304963609587902,24,Medium
35,4,222,0.6477131710629215,45,Medium
56,13,721,0.7962405955628543,39,Medium
130,12,213,0.7540230349283823,28,Medium
65,7,514,0.03593867492155334,6,Low
103,13,546,0.39473435384482813,39,Medium
116,11,749,0.9308072973164898,12,Medium
72,1,444,0.12572426899222622,37,Medium
57,6,752,0.7370965504320512,17,Medium
70,3,966,0.9745918113353297,1,Medium
90,11,357,0.052198629044971634,7,Medium
35,10,817,0.6821938806266105,10,Low
45,7,232,0.4681541413010304,32,Medium
10,10,678,0.5791752553747221,37,Low
17,2,843,0.08534133648432485,47,Low
122,14,559,0.04300695186693948,26,Low
108,2,757,0.6668666605509217,19,Medium
56,13,595,0.8233094298207179,11,Low
136,4,613,0.7820153349329673,42,High
65,1,673,0.5438057278662374,30,Medium
23,3,813,0.09986682113617817,26,Low
37,13,643,0.6880444438360138,31,Low
87,9,793,0.24188888355414595,9,Medium
139,7,276,0.9110687027673836,2,Medium
118,7,794,0.8382653595457049,44,Medium
163,13,782,0.7093829670873909,26,Medium
23,13,485,0.9488459558311304,34,Low
65,11,974,0.03142182151127293,30,Low
124,4,471,0.736200425060762,14,Medium
16,2,603,0.33024277933640533,15,Low
12,14,70,0.9060658856863653,12,Low
120,4,603,0.2666751966619776,48,Medium
160,6,446,0.724856499315017,34,High
116,11,674,0.8776470196507814,10,Medium
27,11,154,0.041656818382682426,20,Low
47,3,241,0.3976475795920361,10,Medium
124,1,66,0.7623090320219387,29,High
24,14,169,0.4549188895075871,47,Medium
128,12,442,0.2672526297935953,34,Medium
37,8,474,0.21980534882319003,21,Low
48,12,178,0.1315182669163779,37,Low
26,13,179,0.8571295598562823,30,Medium
95,5,621,0.575355403251556,13,Medium
135,5,609,0.07638494499145598,23,Medium
53,11,78,0.3825803235706354,49,Medium
34,4,146,0.3677336508051099,48,Medium
154,6,59,0.18173919070946298,31,Medium
22,3,291,0.4355076254721907,35,Medium
34,9,875,0.33209936539313645,31,Low
77,5,281,0.34180370549218253,14,Medium
147,3,838,0.7390265577879587,42,Medium
76,11,333,0.2232633855051963,34,Medium
118,1,764,0.6418599588553554,2,Medium
155,10,808,0.5706496238809349,15,Medium
120,12,851,0.5680925123378673,4,Medium
120,6,825,0.6630073461417759,20,Medium
43,2,775,0.548382036195654,9,Low
120,13,249,0.8792551148463846,18,Medium
17,3,994,0.6755800919502598,24,Low
177,1,128,0.5469632513713881,3,High
122,9,962,0.8297631202876449,28,Medium
92,8,904,0.6061465649334797,18,Low
51,12,905,0.291144247785179,42,Low
178,2,222,0.20709491817657122,1,High
110,12,516,0.1523277856626788,9,Low
15,11,630,0.8994552125461016,42,Medium
35,8,465,0.7101354317980658,24,Medium
73,12,989,0.9373784381643208,19,Medium
68,14,498,0.603291805714943,47,Medium
118,9,136,0.47340088149491255,18,Medium
130,1,150,0.059716488970889325,22,Medium
42,13,57,0.6716422815460298,23,Medium
159,5,894,0.5822087597682312,10,Medium
30,8,249,0.9902088935876214,45,Medium
79,11,554,0.23915877778224304,33,Low
121,14,136,0.5307373552868359,27,Medium
13,2,92,0.6509573351180726,4,Medium
103,4,434,0.6445911747423436,4,Medium
84,7,670,0.5612935429484027,20,Medium
71,3,484,0.7769280103272255,11,Medium
103,13,457,0.20498120952681642,49,Medium
104,12,532,0.7256272002744159,3,Medium
161,5,713,0.6197345714330892,48,High
64,8,66,0.8960751117945733,41,Medium
146,12,694,0.8471944390335817,19,Medium
140,10,197,0.31514703913255326,37,Medium
40,3,326,0.2762373249751531,24,Medium
49,4,281,0.9816533238524479,13,Medium
45,14,875,0.5272651809152565,10,Low
161,9,976,0.9064209639144368,31,High
15,14,415,0.1638810237804822,10,Low
75,14,277,0.6428189148001743,17,Medium
84,7,700,0.8098601873605862,26,Medium
13,1,485,0.9473952495864468,17,Medium
88,14,448,0.3373401410170235,22,Medium
143,12,260,0.7249811699240525,10,Medium
127,4,440,0.538813009039619,20,Medium
122,4,548,0.06062892606646819,43,Medium
103,9,589,0.6899997373089434,4,Medium
71,6,612,0.6900965582378434,22,Medium
88,9,540,0.930606804846537,40,Medium
145,12,491,0.4973124461689724,24,Medium
35,6,310,0.23025092071051467,40,Low
53,6,822,0.04456382344867915,9,Low
142,5,399,0.4156421866859057,21,Medium
79,5,401,0.3019167000775018,18,Medium
163,2,569,0.7610883060238756,0,Medium
127,8,369,0.3542677648410466,6,Medium
77,8,187,0.9490711963148439,3,Medium
28,11,599,0.9623102029877842,0,Low
29,13,672,0.6209085902177081,14,Low
122,1,417,0.9286602870148829,39,High
149,8,269,0.7608543445144956,11,Medium
56,5,386,0.5468596409751262,21,Medium
10,2,272,0.18030793542277812,21,Medium
99,14,697,0.45859794351384,49,Low
151,2,817,0.5608744633626176,46,High
73,14,409,0.8639615807350102,16,Medium
47,6,970,0.4813333765356649,28,Medium
46,11,378,0.8976746726779566,45,Medium
135,13,512,0.6743489790234689,13,Medium
148,9,995,0.13699906305367138,49,Medium
109,1,610,0.994981369325093,19,High
86,12,853,0.5272326607539126,49,Medium
12,6,431,0.3918582964090789,47,Medium
170,9,885,0.6591137644695265,32,Medium
143,8,639,0.10889331398103907,42,Medium
19,11,666,0.6365386467533544,14,Low
14,6,218,0.49823600049927297,11,Medium
160,3,266,0.40667406999858313,39,High
147,8,427,0.9530200211788992,19,High
139,9,168,0.5225397167320532,29,High
22,1,239,0.21911747946993843,37,Medium
177,12,816,0.45896347937729864,2,Medium
139,9,419,0.9193874045726727,27,Medium
93,14,827,0.17609547133059467,25,Low
74,6,198,0.2139570386882369,29,Medium
72,6,725,0.013029567757083749,12,Low
110,12,701,0.01419004939576718,12,Low
82,4,908,0.8293916269585125,1,Medium
26,1,537,0.7321226068429558,36,Medium
18,10,819,0.35504105645195827,48,Low
152,8,423,0.6983111572275728,37,Medium
161,2,830,0.3952059263099702,1,Medium
47,12,742,0.9528967959978275,35,Medium
172,1,209,0.9670526814260348,25,High
103,2,400,0.3927937758093434,10,High
104,1,961,0.854221906340868,7,Medium
58,1,337,0.7730890416974662,43,Medium
78,9,337,0.3099999371717893,39,Medium
71,13,941,0.23203982890110597,42,Low
87,14,275,0.45823465039283384,21,Medium
126,1,572,0.7813488406144062,19,Medium
129,13,571,0.9601677847287454,7,Medium
146,4,832,0.7635790688665726,28,Medium
171,10,322,0.85520698501837,39,High
85,6,985,0.6030643061705165,25,Medium
44,7,451,0.8354078308421259,29,Medium
10,2,232,0.7844208580034177,16,Medium
49,6,714,0.3769855419262801,19,Low
73,7,537,0.5519903021207211,15,Medium
159,10,876,0.8047531219896948,45,Medium
69,14,895,0.04605673418995637,42,Low
73,10,173,0.8080792823558299,6,Medium
102,2,675,0.17788812404902343,15,Medium
81,2,839,0.514683617121439,44,Medium
20,10,463,0.8082754395559376,46,Medium
114,7,774,0.25382107815669486,47,Medium
23,12,221,0.245807439306153,26,Low
69,1,337,0.40276439846225187,22,Medium
39,8,484,0.8946427975776345,23,Medium
44,11,735,0.0004427814372078842,8,Low
174,13,162,0.9013830966419349,34,High
14,3,937,0.15380702464160778,19,Low
92,11,966,0.9900863760674821,36,Medium
132,6,171,0.9548469930384681,41,High
87,9,593,0.4946751895912833,16,Low
163,6,271,0.5127202478126281,46,High
71,9,680,0.4815493402758543,30,Medium
141,7,88,0.6354436456595226,7,Medium
98,9,546,0.09072170223493103,14,Low
51,2,829,0.032617948341566505,30,Low
98,12,282,0.05770292841589886,29,Medium
155,8,992,0.4443653492415144,45,Medium
49,8,579,0.2755479392194834,19,Low
81,2,198,0.6220395623709938,38,Medium
48,12,446,0.992442289374779,11,Medium
113,14,710,0.3863231730764659,48,Medium
23,4,687,0.5738412541045134,16,Medium
41,14,953,0.4156038959073355,41,Low
134,11,351,0.8472716677218594,29,Medium
175,7,409,0.9022364034622381,28,High
106,11,287,0.87735561220526,18,Medium
32,4,696,0.9743722386792576,45,Medium
72,4,712,0.027519185140415292,10,Low
152,6,285,0.839816162145531,33,High
162,10,785,0.7517721730390933,49,Medium
154,6,252,0.22869440940036478,6,Medium
62,10,305,0.9563200933875275,43,Medium
113,3,647,0.14817792822994547,33,Medium
113,9,711,0.6795499271339084,19,Medium
48,12,284,0.22489021681591248,49,Low
143,10,394,0.43138064877407467,37,Medium
76,14,583,0.7191598969445689,23,Low
144,11,909,0.5633246420330467,9,Low
51,2,846,0.4275018313281117,31,Medium
